path,sha256,category,runtime,entrypoint,reachable,trust_boundary,authn,authz,validation,rls,csrf,rate_limit,timeout_abort,ssrf_redirects,secrets_privacy,error_contract,concurrency_idempotency,performance,observability,cloudflare_compat,tests,status,finding_ids,reviewer,reviewed_commit,notes
.env.example,72b0538519e6ff2b74e883ae1a55f50e5c18e38647f0d64e4d2b11c229fd2825,build_config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
.github/workflows/ci-cd.yml,f775b6da8b593a7a68867d6a4de04d909bc71723d7516076268e41a3895acded,ci,node_tooling,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
.github/workflows/cloudflare-deploy.yml,e057c2d423a68d20a29c1a82b439e36b051c22089626f014346ba8d59e8f606d,ci,node_tooling,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
.github/workflows/push-reminders-cron.yml,6a702dddc8533125fa7cf5d77aa02da29e5125c0e6dda4fde63988d3fc5a9c7c,ci,node_tooling,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
.gitignore,d87cd24e19cacd09d422f2cb16c24283ea9d4ae924ea818de14e7398449cbbac,build_config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/_lib/mappers.ts,5918e2cf5376f426eefaed3093d51faf9c73d491c9ab1fce8e80b2c7cd3e7049,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/_lib/middleware.ts,3396a08ee2b364e71a834f2c016013dead9ab9a0dbc51c1d9ce5706d81a05b93,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/_lib/response.ts,4ee585ec8bcb36dc700feef861e5abca277f9693f5e33c443c92e89b31b813b5,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/_lib/versioning.ts,9be039ede29e2e2ad3d32e797501887e891ad5b67d71ba74ea5a7f3de945beea,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/admin/update-building-positions/route.ts,ea70f5af8149115e277e54d689542f82e9c2fb3a99c90ae402b46eec55e54868,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/audit/route.ts,fe006c1f29a530870218e699b5a79a3a3b51a23e80507bb2367bc6bb4ed6ca16,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/biometric/route.ts,f22d72d555c9728c6abaaf295906abef86eeedd4ebef82cab29331c135b30ebf,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/email/cleanup/route.ts,85e5da297e970f161c5488598923f8769e9fac1de7e54124c36a1e03bc8f8df0,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/email/resend-verification/route.ts,b77cda8a4d12fc8a5242e48af5a4a4739036066440f11d63a98d37dae18e42f3,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/email/send-verification/route.ts,05fad60503869afe8bd9fbc1facde501a4b6dc9d15b4fa52f10016ecd2b528cc,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/email/verify/route.ts,717affcdd102af44f2df1c75f227ca1cfc654fbfa6a0d185bc230db01bf07f18,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/mfa/challenge-verify/route.ts,c11a5375228e361a25be3c7c716699dc5f2696cd043dd2ff6e1ed0c2d1ad0d12,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/mfa/challenge/route.ts,40857e626f67601c047dbdd762830b4ed696b175b30c108a4092ddef47dbfce5,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/mfa/enroll/route.ts,785b51b27c2304884099520bdd2b7d4945a0ec5c1e0d55604de7ecfde21d98df,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/mfa/sms/enroll/route.ts,350416b046c00e64747b2d6f14895ab108af6512539c89b17815146ead426214,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/mfa/sms/verify/route.ts,ac16396873e327492898d261e4198aa21dc62bd243f37c3c18f58d264e9445ad,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/mfa/status/route.ts,d09bf6b096655f86099d7e1749012634c9c16442452d4cd7f82492f6c43f5119,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/mfa/unenroll/route.ts,b37544df52a679dfc1894d323b70a069b5115e28d3679b5c81a1f782db00cf15,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/mfa/verify/route.ts,d7ee2892485705c327a6fd09129bd83946a57417937bc5729ca759ccf783412f,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/onboarding/route.ts,0673cb9e324e844fbe9c3f2a695b6a036db1a40fa77cd71a614591e640519179,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/passkey/_lib.ts,c493c4edd006edd67145c45ee930c43f1fcb0ef3d0218280665a41c7054d90a9,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/passkey/options/route.ts,284072d4e261487b302a4ceef8779522856eed61fc6cab5dd6dcc744703c634e,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/passkey/register-options/route.ts,0920b9713e53f396a0ac5be8245e7b5fca366a7798c09fd59a18424e0b500036,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/passkey/register/route.ts,ed75bd22024302755a061282954fa069ef853714ef797d4e15fdc1502fd286d7,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/passkey/status/route.ts,ca46f61ea41d0e60a74132803e87d40f38671facf5b47ad8e97b5420ccb7f6c8,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/passkey/verify/route.ts,4cdc856a30f85fa51308d1c60693e5042b8ee6f1ae9d25e295198e2335f9c78e,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/password/cleanup/route.ts,4bb0b39c7e74c6c566bc71a322823f84b343fa9ee1df3635979d437b93684928,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/password/request-reset/route.ts,93823210d04d441c1ae64cfd6495827bcdf0f1b05fb82d8f52266b2ae28d152e,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/password/reset/route.ts,a1e983fa33642617036a6ac4ac303600e2924ff4caae57a7d17bbe8ee09d5f3c,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/password/route.ts,306ad232fdf730b106784c63ef457bb6455703da84d07c89be32fd2054f9fdd3,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/sessions/route.ts,4b79974fac6e4fac38bb1cecb58ec3acbeef6a7bba91bea3fa64494e165f1102,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/signin/route.ts,54b6ca1eb0c49cb877bfced08d3aba99c62878edc60a634d862fdddf9fd7527b,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/signout/route.ts,cf42674e088f9db43ec384b832cd3d45fdec8c3b7dab9e213affd34db02dd135,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/signup/route.ts,5af9d6fb78f9e233394675f5abef3238a7699e55ceaf3ccc5b265d81d31f0b20,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/auth/user/route.ts,ce4a423ea5d9721864dca6741ccacdaca2a063025570160b8e37e9162a6aef79,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/cron/push-reminders/route.ts,c1383a18e9e47cd70175dedfb5ec6c244a90ef2418d30d8c51e6fac682eedcf1,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/csp-report/route.ts,7f8091b4a4e8c3a41395721009cfff5c1c7491f06cbcc7f6ce579de092a4e9d1,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/deadlines/[id]/route.ts,08b0d833e7a4d05523ff95ce0b12e3f03761b273a64ac830cf14944dc2c4c3be,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/deadlines/route.ts,611535974fcb889b5b16f10ee6c3cc02cbe26b2ecd319cdab786f54619a44978,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/events/[id]/route.ts,405880ffedbf0b6385317d0f58b32f32b6774abc780c4b18b9a8c39ad07151b6,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/events/route.ts,19c03324a386fd01f21cf21932d3a23687e9485093ad3c495adb5c9bfc8c101f,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/gamification/award-xp/route.ts,24d10be66d836faa1d8d8e0f21b0a7298f4c98c09809c0225b0ff3b1b701d163,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/gamification/route.ts,2ae433f22f9a458a18b6a0c221ae3ef4c168607148c360efaeba40d3a9e1b630,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/health/route.ts,7eb5943b018471207256c23fcb594fe7e4788d3a23db44b541ffbecf57983202,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/maps/dev-pin/route.ts,cb2b88437d1f8a7b1ffe6b7f51c6e5e903795a7fec897c92e8441e403f556ce8,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/maps/place-details/route.ts,16e6dd01d6ac96e971cddbff5530b603d56c433a1bce2f1e0aaf90889a7289de,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/maps/place-search/route.ts,8aa62f4231131e46a8bf53a0196934f20ac28f3b728be0d5511592586b959226,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/maps/routes/route.ts,142567cebf16b407ee6433be749b2095c5d25cb32ba73d4edf5118d5870edcc9,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/navigate/route.ts,2c1a84ea1b520dd68e0e1219e77ed78848444a4a61875c834443006d50c2e992,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/notifications/[id]/route.ts,1265d2f685df4238ce3fca128c37828d024c0d86c2574f710cd1088e4d8fab1d,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/notifications/mark-all-read/route.ts,af35cb6dec407b3810a51210fa7de55103766b840079309bc8e4cd2b7785a608,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/notifications/route.ts,81a8397b423c7b7c786342b11b7be00de2b171dbeaf8ad9b012430bd8f3f4fb8,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/profiles/route.ts,81a42f95c0e6384c13f6b1cd9fee1774577347275231e8bdd2861c8bfdbea950,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/push/subscription/route.ts,1b816cda7f0aa4a6e71535ec0a429d79b15e04ab95db484885e863a197c0ef0a,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
